Port_IDs,total_profit,total_positions,win_positions,win_rate,avg_trade,fees,ROI,sharpe_ratio,MDD,rank
4034359562055356161,5263.92021264,725,369,0.5089655172413793,7.2605796036413786,-266.14923367,52.6392021264,-0.027280107117061303,-125.68237944180001,17.706962512174773
4034786679304751616,2428.8095125,305,114,0.3737704918032787,7.963309877049181,-35.09279117,24.288095125,-0.22692153036424265,-125.68237944180001,8.144981362146344
4035034554469394176,2528.65246059,350,65,0.18571428571428572,7.224721315971428,-45.92594791,25.286524605900002,-0.15731240496395513,-125.68237944180001,8.438308828883445
4035430878731345664,2399.00872719,86,41,0.47674418604651164,27.895450316162794,-63.865879989999996,23.990087271900002,-0.43678174199636194,-125.68237944180001,8.010016571983384
4036548677626662656,3292.1177562,131,58,0.44274809160305345,25.13066989465649,-280.63655407,32.921177562,-0.08954881155071506,-125.68237944180001,11.091458947350779
4037073643537925121,1513.58301158,421,80,0.19002375296912113,3.5952090536342043,-28.8985162,15.135830115800001,-0.12440808478721148,-125.68237944180001,5.067148594660638
4037121179310444801,7046.47500385,1400,685,0.48928571428571427,5.033196431321429,-2582.21822171,70.4647500385,-0.0019491754759550642,-125.68237944180001,23.65069552576992
4037179073830813185,2314.23517387,66,29,0.4393939393939394,35.0641693010606,-145.89972501,23.142351738699997,-0.24033060582298765,-125.68237944180001,7.780471690756983
4037282461943784704,4622.9161153800005,382,132,0.34554973821989526,12.101874647591625,-905.42316641,46.2291611538,-0.013365987415117199,-125.68237944180001,15.520448301534925
4037511388357114368,3511.9407354,880,406,0.46136363636363636,3.990841744772727,-313.83194698,35.119407353999996,-0.012716492961205944,-125.68237944180001,11.85601816580081
4037717032428033792,1858.31772538,309,100,0.32362459546925565,6.013973221294498,-31.93133775,18.5831772538,-0.18834078510520588,-125.68237944180001,6.239487021388016
4037785885739608577,1934.5792352600001,245,59,0.24081632653061225,7.896241776571429,-31.91540909,19.345792352600004,-0.24741157960107568,-125.68237944180001,6.446399033176514
4038768306117031680,1743.29307793,95,19,0.2,18.350453451894737,-40.92480332,17.432930779299998,-0.4483944200881925,-125.68237944180001,5.728178786403935
4039129759104249600,1213.5539323,129,57,0.4418604651162791,9.407394824031009,-17.75646764,12.135539323000001,-0.529801028828446,-125.68237944180001,4.015866253095945
4039279455324236544,1023.49838734,310,171,0.5516129032258065,3.301607701096774,-40.83813153,10.2349838734,-0.08084619881963474,-125.68237944180001,3.5685835259353897
4040382575336130560,126.66415158,70,1,0.014285714285714285,1.8094878797142857,-10.09408932,1.2666415158,-0.1792621228473819,-125.68237944180001,0.36722170241277746
4040843843196854529,2043.4781,48,13,0.2708333333333333,42.572460416666665,-105.84677544,20.434780999999997,-0.402208383200102,-125.68237944180001,6.767801983377743
4041804592937345281,-796.68268552,330,75,0.22727272727272727,-2.414189956121212,-209.18479744,-7.9668268552,0.011540943632931396,-125.68237944180001,-2.5760043947647806
4041860229502600193,2327.33599982,95,38,0.4,24.498273682315787,-86.24237944000001,23.2733599982,-0.28406305393463277,-125.68237944180001,7.796432314755122
